gcs_path	production_gcs_path	change_type	old_version	new_version	exit_code	local_md5	remote_md5	verified	old_version_removed
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-imm-crt_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-imm-crt_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	8eecfcbf9712390bb7de2a8ee0c69047	8eecfcbf9712390bb7de2a8ee0c69047	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-oxylipneg_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-oxylipneg_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	e13eaa34e0aed0804ee51512bf7c01c3	e13eaa34e0aed0804ee51512bf7c01c3	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-tca_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-tca_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	d2db1caa541ab0326ba6cad7f0004393	d2db1caa541ab0326ba6cad7f0004393	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-amines_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-amines_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	b83d94e8f2ebcf8c50cbcb365f73c972	b83d94e8f2ebcf8c50cbcb365f73c972	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-nuc_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-nuc_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	070a1a72e3669146c8d8d5d9f37e15bf	070a1a72e3669146c8d8d5d9f37e15bf	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-oxylipneg_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-oxylipneg_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	7e4464ea091190a2099a66ac2f2e4446	7e4464ea091190a2099a66ac2f2e4446	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-tca_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t10-muscle_metab-t-tca_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	f534de979e77b28d57228aa7812c10c4	f534de979e77b28d57228aa7812c10c4	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-acoa_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-acoa_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	4646a57b5da6a91e40f833dd35a52aa6	4646a57b5da6a91e40f833dd35a52aa6	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-amines_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-amines_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	41642af3f035f76d4cf1bf1a493abb1f	41642af3f035f76d4cf1bf1a493abb1f	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-ka_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-ka_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	31c5e192e51dc7193345d69874351e42	31c5e192e51dc7193345d69874351e42	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-nuc_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-nuc_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	0f63624bbb22e7edf4eba41a29b89cb3	0f63624bbb22e7edf4eba41a29b89cb3	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-oxylipneg_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-oxylipneg_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	334525a761d04af662c7896a71fcbb5e	334525a761d04af662c7896a71fcbb5e	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-tca_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t11-adipose_metab-t-tca_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	64e141770fd316edc0b171dac9ffc1b0	64e141770fd316edc0b171dac9ffc1b0	TRUE	TRUE
gs://pre-cawg/staging_20260511/metabolomics-untargeted/metadata/human-precovid-sed-adu_t02-plasma_metab-u-hilicpos_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-untargeted/metadata/human-precovid-sed-adu_t02-plasma_metab-u-hilicpos_metadata_features_v1.3.txt	MODIFIED	1.3	1.4	0	b9add9c20411f795c547644ea5a761d0	b9add9c20411f795c547644ea5a761d0	TRUE	TRUE
