local_path	gcs_path	production_gcs_path	join_key	ome	tissue_code	data_category	data_details	old_version	new_version	old_md5	new_md5	change_type
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/clinical-chemistry/metadata/human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/clinical-chemistry/metadata/human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_features_v1.4.txt	NA	human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_features	clinical-chemistry	t02-plasma	metadata	features	NA	1.4	NA	201bb84dbfbcf631a4019d299503636a	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/clinical-chemistry/metadata/human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_samples_v1.4.txt	gs://pre-cawg/staging_20260511/clinical-chemistry/metadata/human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_samples_v1.4.txt	NA	human-precovid-sed-adu_t02-plasma_clinical-chemistry_metadata_samples	clinical-chemistry	t02-plasma	metadata	samples	NA	1.4	NA	899b8a8503f6cd6ea9d85bd1ebc6ab95	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/clinical-chemistry/qc-norm/human-precovid-sed-adu_t02-plasma_clinical-chemistry_qc-norm_log2-transformed_v1.4.txt	gs://pre-cawg/staging_20260511/clinical-chemistry/qc-norm/human-precovid-sed-adu_t02-plasma_clinical-chemistry_qc-norm_log2-transformed_v1.4.txt	NA	human-precovid-sed-adu_t02-plasma_clinical-chemistry_qc-norm_log2-transformed	clinical-chemistry	t02-plasma	qc-norm	log2-transformed	NA	1.4	NA	b2f0ac0c55bc221296239910c2dd0e5f	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/epigenomics/metadata/human-precovid-sed-adu_t03-edta_epigen-methylcap-seq_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/epigenomics/metadata/human-precovid-sed-adu_t03-edta_epigen-methylcap-seq_metadata_features_v1.4.txt	NA	human-precovid-sed-adu_t03-edta_epigen-methylcap-seq_metadata_features	epigen-methylcap-seq	t03-edta	metadata	features	NA	1.4	NA	421ddf7daa1a314cd482915256c713f7	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/epigenomics/metadata/human-precovid-sed-adu_t05-pbmc_epigen-atac-seq_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/epigenomics/metadata/human-precovid-sed-adu_t05-pbmc_epigen-atac-seq_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/epigenomics/metadata/human-precovid-sed-adu_t05-pbmc_epigen-atac-seq_metadata_features_v1.2.txt	human-precovid-sed-adu_t05-pbmc_epigen-atac-seq_metadata_features	epigen-atac-seq	t05-pbmc	metadata	features	1.2	1.4	ualXMx//+HXNKgLHjYxhow==	bc8fb39fa146dfe9e5f59c423353a473	MODIFIED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/epigenomics/metadata/human-precovid-sed-adu_t06-muscle_epigen-atac-seq_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/epigenomics/metadata/human-precovid-sed-adu_t06-muscle_epigen-atac-seq_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/epigenomics/metadata/human-precovid-sed-adu_t06-muscle_epigen-atac-seq_metadata_features_v1.2.txt	human-precovid-sed-adu_t06-muscle_epigen-atac-seq_metadata_features	epigen-atac-seq	t06-muscle	metadata	features	1.2	1.4	kp4EzvoD/6z5+it939SIoQ==	5a7b87f978e9c63e0b7b6834421d8d77	MODIFIED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/epigenomics/metadata/human-precovid-sed-adu_t06-muscle_epigen-methylcap-seq_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/epigenomics/metadata/human-precovid-sed-adu_t06-muscle_epigen-methylcap-seq_metadata_features_v1.4.txt	NA	human-precovid-sed-adu_t06-muscle_epigen-methylcap-seq_metadata_features	epigen-methylcap-seq	t06-muscle	metadata	features	NA	1.4	NA	873649c1ba6c7e7b119a98d3b7b6683a	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/epigenomics/metadata/human-precovid-sed-adu_t11-adipose_epigen-methylcap-seq_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/epigenomics/metadata/human-precovid-sed-adu_t11-adipose_epigen-methylcap-seq_metadata_features_v1.4.txt	NA	human-precovid-sed-adu_t11-adipose_epigen-methylcap-seq_metadata_features	epigen-methylcap-seq	t11-adipose	metadata	features	NA	1.4	NA	233c8753d0d91bc6414f4e650e23801a	ADDED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-amines_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-amines_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-amines_metadata_features_v1.3.txt	human-precovid-sed-adu_t02-plasma_metab-t-amines_metadata_features	metab-t-amines	t02-plasma	metadata	features	1.3	1.4	U9DpDmGaqmVcpF+p/moQ6g==	e83d0d34a12d25f2b0ca2ebf945172b4	MODIFIED
/Users/christopherjin/Documents/GitHub/precovid-analyses//data/tmp/freeze/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-conv_metadata_features_v1.4.txt	gs://pre-cawg/staging_20260511/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-conv_metadata_features_v1.4.txt	gs://motrpac-data-hub/analysis/human-precovid-sed-adu/v1.3/metabolomics-targeted/metadata/human-precovid-sed-adu_t02-plasma_metab-t-conv_metadata_features_v1.3.txt	human-precovid-sed-adu_t02-plasma_metab-t-conv_metadata_features	metab-t-conv	t02-plasma	metadata	features	1.3	1.4	XBsBr6dULNEFkKG8HRAZ0Q==	d752fec73ff162f9061b35983b141bf4	MODIFIED
